winner,opening_eco,opening_name,time_control,black_rating_group,white_rating_group
black,C23,Bishop's Opening,bullet,intermediate,intermediate
white,C23,Bishop's Opening,bullet,intermediate,intermediate
black,C23,Bishop's Opening,bullet,intermediate,intermediate
black,C23,Bishop's Opening,blitz,intermediate,intermediate
white,C23,Bishop's Opening,blitz,intermediate,intermediate
white,C23,Bishop's Opening,blitz,intermediate,intermediate
black,C23,Bishop's Opening,bullet,intermediate,intermediate
draw,C23,Bishop's Opening,bullet,intermediate,intermediate
black,C23,Bishop's Opening,blitz,intermediate,intermediate
black,C23,Bishop's Opening,rapid,beginner,beginner
black,C23,Bishop's Opening,blitz,intermediate,intermediate
black,C23,Bishop's Opening,bullet,intermediate,intermediate
black,C23,Bishop's Opening,blitz,intermediate,intermediate
white,C23,Bishop's Opening,bullet,intermediate,intermediate
black,C23,Bishop's Opening,bullet,intermediate,intermediate
black,C23,Bishop's Opening,bullet,intermediate,intermediate
draw,C23,Bishop's Opening,blitz,intermediate,intermediate
black,C23,Bishop's Opening,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
draw,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
draw,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,classical,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,rapid,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,bullet,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,rapid,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
draw,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,beginner,beginner
white,C24,Bishop's Opening: Berlin Defense,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Berlin Defense,bullet,intermediate,intermediate
black,C23,Bishop's Opening: Berlin Defense |  Greco Gambit,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,beginner,beginner
white,C20,Bishop's Opening: Boi Variation,rapid,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,blitz,beginner,beginner
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
draw,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,rapid,beginner,beginner
draw,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
black,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,bullet,intermediate,intermediate
white,C20,Bishop's Opening: Boi Variation,blitz,intermediate,intermediate
white,C23,Bishop's Opening: Calabrese Countergambit,bullet,intermediate,intermediate
black,C23,Bishop's Opening: Calabrese Countergambit,bullet,intermediate,intermediate
white,C23,Bishop's Opening: Calabrese Countergambit,blitz,intermediate,intermediate
white,C23,Bishop's Opening: Calabrese Countergambit,bullet,intermediate,intermediate
white,C23,Bishop's Opening: Calabrese Countergambit,bullet,intermediate,intermediate
black,C23,Bishop's Opening: Khan Gambit,blitz,intermediate,intermediate
white,C23,Bishop's Opening: Khan Gambit,bullet,beginner,beginner
black,C23,Bishop's Opening: Khan Gambit,bullet,beginner,beginner
black,C23,Bishop's Opening: Khan Gambit,blitz,intermediate,intermediate
white,C23,Bishop's Opening: Khan Gambit,blitz,intermediate,intermediate
white,C23,Bishop's Opening: Philidor Counterattack,bullet,intermediate,intermediate
black,C23,Bishop's Opening: Philidor Counterattack,bullet,beginner,beginner
black,C23,Bishop's Opening: Philidor Counterattack,bullet,intermediate,intermediate
black,C23,Bishop's Opening: Philidor Counterattack,bullet,intermediate,intermediate
white,C23,Bishop's Opening: Philidor Counterattack,bullet,intermediate,intermediate
white,C23,Bishop's Opening: Philidor Counterattack,blitz,intermediate,intermediate
white,C23,Bishop's Opening: Philidor Counterattack,bullet,beginner,beginner
white,C23,Bishop's Opening: Philidor Variation,blitz,intermediate,intermediate
black,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Ponziani Gambit,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Ponziani Gambit,bullet,beginner,beginner
black,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
black,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Ponziani Gambit,bullet,beginner,beginner
black,C24,Bishop's Opening: Ponziani Gambit,bullet,intermediate,intermediate
white,C24,Bishop's Opening: Urusov Gambit,blitz,intermediate,intermediate
draw,C24,Bishop's Opening: Urusov Gambit,bullet,intermediate,intermediate
white,C28,Bishop's Opening: Vienna Hybrid,blitz,intermediate,intermediate
white,C28,Bishop's Opening: Vienna Hybrid,blitz,intermediate,intermediate
black,C28,Bishop's Opening: Vienna Hybrid,blitz,intermediate,intermediate
black,C28,Bishop's Opening: Vienna Hybrid,bullet,intermediate,intermediate
white,C28,Bishop's Opening: Vienna Hybrid,bullet,intermediate,intermediate
black,C28,Bishop's Opening: Vienna Hybrid,bullet,intermediate,intermediate
draw,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,blitz,intermediate,intermediate
black,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,bullet,intermediate,intermediate
black,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,bullet,intermediate,intermediate
white,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,bullet,intermediate,intermediate
draw,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,blitz,intermediate,intermediate
white,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,blitz,intermediate,intermediate
white,C24,Bishop's Opening: Warsaw Gambit,blitz,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,rapid,beginner,beginner
black,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,blitz,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,blitz,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,blitz,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit #2,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit #2,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit Declined |  Lamb Defense,rapid,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit Declined |  Lamb Defense,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit Declined |  Weinsbach Declination,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Euwe Defense,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Gedult Gambit,blitz,beginner,beginner
black,D00,Blackmar-Diemer Gambit: Gedult Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit: Gedult Gambit,bullet,beginner,beginner
black,D00,Blackmar-Diemer Gambit: Gedult Gambit,bullet,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit: Netherlands Variation,blitz,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Pietrowsky Defense,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Ryder Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Ryder Gambit,blitz,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Ryder Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Ryder Gambit,bullet,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Teichmann Variation,blitz,intermediate,intermediate
black,D00,Blackmar-Diemer Gambit: Teichmann Variation,blitz,intermediate,intermediate
white,D00,Blackmar-Diemer Gambit: Teichmann Variation,bullet,intermediate,intermediate
